,id_stable,Date,Content,ContentClean,Labels,label_sent,y_sent,label_stance,y_stance,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags,Flag
295,57194,2021-10-08 12:46:51+00:00,@resiguru @NielsOckelmann @ConraddKonnrad @1971JimboJ1 @EuOutta @The_Leaver @brianbloop2 @fcukBrexit @AlabamaHoshea @CarlsbadCharlie @BeowulfSchaefer @sqlblues @tobedecided22 @LokiTerrans @Swen_2017 @Chris_not_a_bot @viv_cooper @thegrimbarian @Roblev0 @Begentle50 @Gazza41 @wanderer_bolton @fan_vor @susan04071 @David19531501 @Ciolfilicious1 @GlennHorton1 @Mindedmusically @HWick_Chris @Hobbehod1 @Davidmetroland @Ztx294 @CheeseNBranston @markwh2001 @cathyby @JohnRya13591294 @GeoffreyKeey @Europhile507 @afewpoints @AndrewGarside3 @ShegorReader @LeeroyBrown322 @David_Vaporium @milesobothar @Matt_GS @GeorReader @BrunoTheBridge @Mac_Paddy54 @ShaneJa16905901 @giles7452 Or an Afghan refugee or someone from Hong Kong.....,Or an Afghan refugee or someone from Hong Kong.....,na / na,na,0,na,0,4,0.0264900662251655,,,"@resiguru, @NielsOckelmann, @ConraddKonnrad, @1971JimboJ1, @EuOutta, @The_Leaver, @brianbloop2, @fcukBrexit, @AlabamaHoshea, @CarlsbadCharlie, @BeowulfSchaefer, @sqlblues, @tobedecided22, @LokiTerrans, @Swen_2017, @Chris_not_a_bot, @viv_cooper, @thegrimbarian, @Roblev0, @Begentle50, @Gazza41, @wanderer_bolton, @fan_vor, @susan04071, @David19531501, @Ciolfilicious1, @GlennHorton1, @Mindedmusically, @HWick_Chris, @Hobbehod1, @Davidmetroland, @Ztx294, @CheeseNBranston, @markwh2001, @cathyby, @JohnRya13591294, @GeoffreyKeey, @Europhile507, @afewpoints, @AndrewGarside3, @ShegorReader, @LeeroyBrown322, @David_Vaporium, @milesobothar, @Matt_GS, @GeorReader, @BrunoTheBridge, @Mac_Paddy54, @ShaneJa16905901, @giles7452",English-speaking,0,0,1,0,No hashtags,yes
296,157856,2021-08-17 06:37:00+00:00,Horrific images from Kabul -saddening how backs have been turned on all these people. I hope asylum will be granted to everyone who makes it out of Afghanistan (without inhumane disputes about migration). Let’s not betray the people of Afghanistan twice #Afghanistan https://t.co/YUV1zZaMum,Horrific images from Kabul -saddening how backs have been turned on all these people. I hope asylum will be granted to everyone who makes it out of Afghanistan (without inhumane disputes about migration). Let’s not betray the people of Afghanistan twice #Afghanistan,plea - sad / agree,plea - sad,1,agree,2,7,0.0261194029850746,I,https://t.co/YUV1zZaMum,,English-speaking,0,0,0,0,['Afghanistan'],yes
297,46187,2021-11-08 07:14:14+00:00,Post Edited: Competition helps Afghan refugee rebuild her business https://t.co/Psc9MuCkK0 https://t.co/h6Rv6C1CRR,Post Edited: Competition helps Afghan refugee rebuild her business,neutral / na,neutral,0,na,0,4,0.0571428571428571,,"https://t.co/Psc9MuCkK0, https://t.co/h6Rv6C1CRR",,HeartOfAmerica,0,0,0,0,No hashtags,yes
298,124345,2021-08-23 17:21:22+00:00,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED? https://t.co/P3Y5yIuDMx,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED?,angry / agree,angry,1,agree,2,29,0.1638418079096045,"SIV, THEY, HAVE, ALREADY, EARNED?",https://t.co/P3Y5yIuDMx,,SW Michigan,1,3,6,0,['Afghan'],yes
299,19740,2022-02-08 22:04:07+00:00,"The processing hub in Qatar will assist Special Immigrant Visa applicants who are ready to be interviewed by American officials, as well as at-risk Afghans with family members in the U.S. 

The latter group could be processed through the traditional refugee resettlement program.","The processing hub in Qatar will assist Special Immigrant Visa applicants who are ready to be interviewed by American officials, as well as at-risk Afghans with family members in the U.S. The latter group could be processed through the traditional refugee resettlement program.",happy / agree,happy,2,agree,2,10,0.03584229390681,U.S.,,,DM for tips / signal,2,2,8,0,No hashtags,yes
300,172170,2021-08-15 09:24:25+00:00,"The US &amp; UK must offer asylum to all those who oppose the Taliban in Afghanistan, and protect Kabul until they are all out. The West is responsible for what is now happening in Afghanistan.","The US & UK must offer asylum to all those who oppose the Taliban in Afghanistan, and protect Kabul until they are all out. The West is responsible for what is now happening in Afghanistan.",plea - disgust / agree,plea - disgust,1,agree,2,11,0.0569948186528497,"US, UK",,,York,0,0,0,0,No hashtags,yes
301,149279,2021-08-18 07:52:49+00:00,"300 is better than the initial 150 person commitment from the State, but the Land of a Thousand Welcomes can do better. Migrant NGOs including the Immigrant Council are continuing to call on the Gov't to commit to a minimum resettlement of 1,000 refugees from #Afghanistan. https://t.co/8wcVrAFZL3","300 is better than the initial 150 person commitment from the State, but the Land of a Thousand Welcomes can do better. Migrant NGOs including the Immigrant Council are continuing to call on the Gov't to commit to a minimum resettlement of 1,000 refugees from #Afghanistan.",hopeful / agree,hopeful,2,agree,2,12,0.0436363636363636,,https://t.co/8wcVrAFZL3,,"Dublin, Ireland",1,8,31,0,['Afghanistan'],yes
302,31893,2021-12-22 20:30:00+00:00,".@ReutersLegal The effort to aid Afghanistan's women judges draws in U.S. law firms. At least four major U.S. firms are representing judges pro bono in asylum and immigration matters. About 250 women judges have fled, or are trying to leave, Afghanistan. https://t.co/iQ9Hloyoz7 https://t.co/bV6qTd9XEe",". The effort to aid Afghanistan's women judges draws in U.S. law firms. At least four major U.S. firms are representing judges pro bono in asylum and immigration matters. About 250 women judges have fled, or are trying to leave, Afghanistan.",happy / neutral,happy,2,neutral,0,9,0.0365853658536585,"U.S., U.S.","https://t.co/iQ9Hloyoz7, https://t.co/bV6qTd9XEe",@ReutersLegal,English-speaking,0,0,0,0,No hashtags,yes
303,63268,2021-09-28 07:17:30+00:00,"""Blackburn: You Can't Call 1-800-Taliban to Vet Unvetted Afghan Evacuees, Only 3% of Evacuees Were Vetted SIV Holders"" On Monday’s broadcast of the Fox Business Network’s “Evening Edit,” Sen. Marsha Blackburn (R-TN) said the evacuation of Afghanistan resulted in evacuating p…","""Blackburn: You Can't Call 1-800-Taliban to Vet Unvetted Afghan Evacuees, Only 3% of Evacuees Were Vetted SIV Holders"" On Monday’s broadcast of the Fox Business Network’s “Evening Edit,” Sen. Marsha Blackburn (R-TN) said the evacuation of Afghanistan resulted in evacuating p…",disgust / neutral,disgust,1,neutral,0,31,0.1123188405797101,"SIV, (R-TN)",,,United States,0,0,0,0,No hashtags,yes
304,96871,2021-09-01 08:49:00+00:00,"@ZoeJardiniere @BarristerSecret There is nothing warm about rejecting an asylum application for an Afghan interpreter, currently in hiding in fear for his life, who helped our troops. This is a Government run through marketing and PR campaigns. And re latest polls, they're still on top.
https://t.co/ibvnXZ9QIq","There is nothing warm about rejecting an asylum application for an Afghan interpreter, currently in hiding in fear for his life, who helped our troops. This is a Government run through marketing and PR campaigns. And re latest polls, they're still on top.",disgust / agree,disgust,1,agree,2,7,0.0268199233716475,PR,https://t.co/ibvnXZ9QIq,"@ZoeJardiniere, @BarristerSecret",Europe,0,2,20,0,No hashtags,yes
305,88938,2021-09-04 19:34:58+00:00,"@laurenboebert Trump had 4 years to vet them, but just decided to block all Afghan Allie’s instead. You know b/c of xenophobia. If you airlift 120k Afghan allies out to fully vet them and then find 100 that don’t qualify then that’s fine. Trump released 5,000 of the worst Taliban terrorists.","Trump had 4 years to vet them, but just decided to block all Afghan Allie’s instead. You know b/c of xenophobia. If you airlift 120k Afghan allies out to fully vet them and then find 100 that don’t qualify then that’s fine. Trump released 5,000 of the worst Taliban terrorists.",disgust / agree,disgust,1,agree,2,8,0.028673835125448,,,@laurenboebert,New York,1,3,13,0,No hashtags,yes
306,181295,2021-07-30 00:59:27+00:00,Is there a rationale for this? I would think it should take quite a poison pill to vote against the Afghan relocation aspect of the bill. https://t.co/yFHZnzlvJt,Is there a rationale for this? I would think it should take quite a poison pill to vote against the Afghan relocation aspect of the bill.,disgust / agree,disgust,1,agree,2,3,0.0215827338129496,I,https://t.co/yFHZnzlvJt,,English-speaking,18,18,178,0,No hashtags,yes
307,30017,2022-01-01 13:05:51+00:00,"@FilippoGrandi Dear Mr. Grandy.
It's quite reasonable attention to Afghan refugees who are  most vulnerable refugees around the globe
Becaus it's impossible to get back to Afghanistan as you may fallow reports throughout social medias
 they are the most deserved to get them resettled to any of",Dear Mr. Grandy. It's quite reasonable attention to Afghan refugees who are most vulnerable refugees around the globe Becaus it's impossible to get back to Afghanistan as you may fallow reports throughout social medias they are the most deserved to get them resettled to any of,plea - fear / agree,plea - fear,1,agree,2,7,0.0249110320284697,,,@FilippoGrandi,English-speaking,0,0,0,0,No hashtags,yes
308,75745,2021-09-14 17:32:13+00:00,"RT:

Blinken admits most Afghans were not vetted before boarding US evacuation planes https://t.co/YFuFJXBPS7

— Jon Nicosia (@NewsPolitics) Sep 14, 2021","RT: Blinken admits most Afghans were not vetted before boarding US evacuation planes — Jon Nicosia ( Sep 14, 2021",neutral / neutral,neutral,0,neutral,0,9,0.0762711864406779,US,https://t.co/YFuFJXBPS7,@NewsPolitics),USA,0,1,0,0,No hashtags,yes
309,68948,2021-09-21 05:35:17+00:00,Rightly so! She sure is guilty of a rather mysterious plea to “brothers” (the Taliban) during the Afghan refugee crisis. Would not vote for her. #monsef #CanadaVotes https://t.co/fCP4gliUfP,Rightly so! She sure is guilty of a rather mysterious plea to “brothers” (the Taliban) during the Afghan refugee crisis. Would not vote for her. #monsef #CanadaVotes,disgust / neutral,disgust,1,neutral,0,7,0.0419161676646706,,https://t.co/fCP4gliUfP,,"Alberta, Canada",0,0,0,0,"['monsef', 'CanadaVotes']",yes
310,138605,2021-08-19 20:53:30+00:00,"Three categories of Afghanistan s are expected.
1.those with special immigrant visas
2.those destined to the USA as citizens.
3.Those destined to the USA as refugees.
@GenJejeOdongo 
#NBSFrontline",Three categories of Afghanistan s are expected. 1.those with special immigrant visas 2.those destined to the USA as citizens. 3.Those destined to the USA as refugees. #NBSFrontline,neutral / neutral,neutral,0,neutral,0,13,0.0710382513661202,"USA, USA",,@GenJejeOdongo,"Kampala, Uganda",0,0,0,0,['NBSFrontline'],yes
311,50003,2021-10-26 20:52:11+00:00,"""During the meeting, Biden Administration officials shared updates on the historic effort to resettle our Afghan allies. Participants shared private sector efforts underway to support resettlement by bringing their resources, networks, and expertise to bear,"" readout says.","""During the meeting, Biden Administration officials shared updates on the historic effort to resettle our Afghan allies. Participants shared private sector efforts underway to support resettlement by bringing their resources, networks, and expertise to bear,"" readout says.",happy / neutral,happy,2,neutral,0,5,0.0183150183150183,,,,"Washington, DC",0,0,0,0,No hashtags,yes
312,96306,2021-09-01 14:20:25+00:00,"The Ugly End We All Saw Coming https://t.co/WYdZlWzul8 Common sense would tell us, that with the exit that is taking place this fast…there is no way every Afghan refugee could be vetted properly! No “F….ing” way!👿","The Ugly End We All Saw Coming Common sense would tell us, that with the exit that is taking place this fast…there is no way every Afghan refugee could be vetted properly! No “F….ing” way!👿",angry / neutral,angry,1,neutral,0,11,0.0575916230366492,,https://t.co/WYdZlWzul8,,"Asheville, NC",1,0,2,0,No hashtags,yes
313,140868,2021-08-19 12:55:42+00:00,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.” https://t.co/8ouOzQ5IAJ,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.”,neutral / agree,neutral,0,agree,2,2,0.0103092783505154,,https://t.co/8ouOzQ5IAJ,,"Harrisonburg, VA",0,0,1,0,No hashtags,yes
314,1283,2022-04-20 12:51:25+00:00,"@POTUS MrBiden! 
I am one of your ally stuck in kabul due to SIV bureaucracy
We are in hidden since August 2021,our kids are restricted of education B/I served for USA &amp;NATO.
Why USA&amp;NATO authorities are not caring of their allies stuck in Afghanistan?
Where is humanity?
Where justice?","MrBiden! I am one of your ally stuck in kabul due to SIV bureaucracy We are in hidden since August 2021,our kids are restricted of education B/I served for USA &NATO. Why USA&NATO authorities are not caring of their allies stuck in Afghanistan? Where is humanity? Where justice?",plea - fear / refugee,plea - fear,1,refugee,3,28,0.0968858131487889,"
I, SIV, B/I, USA",,@POTUS,"Maryland, USA",0,0,1,0,No hashtags,yes
315,26440,2022-01-12 18:55:38+00:00,"@Bakshi10273 @pritipatel Sorry that may not be clear. Many of our allies are in hotels in Pakistan and India and I think other third countries include Qatar and Tajikistan. All awaiting the final paperwork to fly to the UK. We've called our operation to resettle afghans in the UK ""operation warm welcome""","Sorry that may not be clear. Many of our allies are in hotels in Pakistan and India and I think other third countries include Qatar and Tajikistan. All awaiting the final paperwork to fly to the UK. We've called our operation to resettle afghans in the UK ""operation warm welcome""",hopeful / agree,hopeful,2,agree,2,13,0.0457746478873239,"I, UK., UK",,"@Bakshi10273, @pritipatel","London, England ",0,0,1,0,No hashtags,yes
316,105818,2021-08-28 17:40:04+00:00,Biden evacuating Cows over US Citizens and SIV's !! Leaves 85 billion dollars worth of high tech weapons but saves cows. @Potus #BidenDisaster #BidenIsACoward #AfghanistanCrisis #Afghan #AFghanistan https://t.co/SiGY0wnX7o,Biden evacuating Cows over US Citizens and SIV's !! Leaves 85 billion dollars worth of high tech weapons but saves cows. #BidenDisaster #BidenIsACoward #AfghanistanCrisis #Afghan #AFghanistan,disgust / neutral,disgust,1,neutral,0,20,0.1025641025641025,US,https://t.co/SiGY0wnX7o,@Potus,"Las Vegas, NV",0,0,0,0,"['BidenDisaster', 'BidenIsACoward', 'AfghanistanCrisis', 'Afghan', 'AFghanistan']",yes
317,158551,2021-08-17 03:56:44+00:00,"@Vidhuvyala Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims","Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims",plea - fear / agree,plea - fear,1,agree,2,9,0.0320284697508896,,,@Vidhuvyala,"Chennai,India ",2,0,1,0,No hashtags,yes
318,33592,2021-12-16 20:26:17+00:00,An Afghan refugee who drove for Uber was killed in San Francisco — his family is seeking answers - The Verge https://t.co/PzxNbRRKbQ,An Afghan refugee who drove for Uber was killed in San Francisco — his family is seeking answers - The Verge,sad / na,sad,1,na,0,7,0.0636363636363636,,https://t.co/PzxNbRRKbQ,,lost but there's a beach.,0,1,0,0,No hashtags,yes
319,139932,2021-08-19 15:59:45+00:00,@acnewsitics Afghan refugee by far.,Afghan refugee by far.,na / na,na,0,na,0,1,0.0416666666666666,,,@acnewsitics,New York,0,0,0,0,No hashtags,yes
320,18479,2022-02-13 20:22:08+00:00,"NEW from @NPRWeekend: Hear from our staff on the frontlines of the Afghan resettlement effort in VA — the majority of whom are recently arrived refugees themselves — about how they are helping their fellow Afghans adjust to life in the U.S.

@Hiba_Ahmad96
https://t.co/HDNv0ajdzC",NEW from Hear from our staff on the frontlines of the Afghan resettlement effort in VA — the majority of whom are recently arrived refugees themselves — about how they are helping their fellow Afghans adjust to life in the U.S.,happy / agree,happy,2,agree,2,10,0.0427350427350427,"NEW, VA, U.S.

",https://t.co/HDNv0ajdzC,"@NPRWeekend:, @Hiba_Ahmad96","Baltimore - Washington, D.C.",1,8,26,4,No hashtags,yes
321,62595,2021-09-29 06:14:10+00:00,"an illegal alien.  Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop.  Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a","an illegal alien. Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop. Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a",angry / disagree,angry,1,disagree,1,19,0.0688405797101449,MURDERED,,,"Utah, USA",1,0,0,0,No hashtags,yes
322,144025,2021-08-18 21:46:02+00:00,"@Harry4naris @esp1371 @emptywheel Disjointed is all, like I can’t imagine the Taliban bursting through the gates of Kabul knowing that you have a sizeable US presence still intact overseeing the evacuation of the folks with SIV’s etc.","Disjointed is all, like I can’t imagine the Taliban bursting through the gates of Kabul knowing that you have a sizeable US presence still intact overseeing the evacuation of the folks with SIV’s etc.",neutral / neutral,neutral,0,neutral,0,9,0.0436893203883495,"I, US",,"@Harry4naris, @esp1371, @emptywheel","Toronto, Ontario",1,1,1,0,No hashtags,yes
323,10204,2022-03-11 14:47:52+00:00,"@ZelenskyyUa @BorisJohnson @EmmanuelMacron To people of the middle East, Putin offered NO asylum to people fleeing Afghanistan, Syria etc in Russia. He DOES NOT WANT middle Eastern ppl in his country. Please, DO NOT BE FOOLED. 🙏","To people of the middle East, Putin offered NO asylum to people fleeing Afghanistan, Syria etc in Russia. He DOES NOT WANT middle Eastern ppl in his country. Please, DO NOT BE FOOLED. 🙏",angry / neutral,angry,1,neutral,0,35,0.1832460732984293,"NO, DOES, NOT, WANT, DO, NOT, BE, FOOLED.",,"@ZelenskyyUa, @BorisJohnson, @EmmanuelMacron",English-speaking,0,0,0,0,No hashtags,yes
324,95610,2021-09-01 18:50:58+00:00,"@DominicWaghorn Yet you won't provide any evidence, a VIDEO perhaps? You guys been saying the same shit for a month now, it seems all afghans are translators","Yet you won't provide any evidence, a VIDEO perhaps? You guys been saying the same shit for a month now, it seems all afghans are translators",angry / neutral,angry,1,neutral,0,7,0.0489510489510489,VIDEO,,@DominicWaghorn,English-speaking,0,0,0,0,No hashtags,yes
325,6017,2022-03-28 23:10:52+00:00,@AnnaAdamsBBC @BBCr4today Overdue for journalistic investigation is why are there still 100’s of MOD guards &amp; translators in hiding from the Taliban in Afghanistan for 7 months while the MOD tell them to ‘wait’. They are in grave danger &amp; the UK is betraying them. Happy to share some info with you. #ARAP,Overdue for journalistic investigation is why are there still 100’s of MOD guards & translators in hiding from the Taliban in Afghanistan for 7 months while the MOD tell them to ‘wait’. They are in grave danger & the UK is betraying them. Happy to share some info with you. #ARAP,plea - fear / agree,plea - fear,1,agree,2,17,0.0584192439862542,"MOD, MOD, UK, #ARAP",,"@AnnaAdamsBBC, @BBCr4today",uk,1,29,125,0,['ARAP'],yes
326,22651,2022-01-27 18:42:13+00:00,"@hugorifkind Thank you Hugo. So important and true.

I also think of those who need us to remember them now. Today I had a message from someone on the UK Afghan Citizens Resettlement Scheme list to say, ‘I hope they listen to our pleas and respond.’

We can still save them if we act now. 🙏🏻","Thank you Hugo. So important and true. I also think of those who need us to remember them now. Today I had a message from someone on the UK Afghan Citizens Resettlement Scheme list to say, ‘I hope they listen to our pleas and respond.’ We can still save them if we act now. 🙏🏻",plea - hopeful / agree,plea - hopeful,2,agree,2,14,0.05,"I, UK, ‘I",,@hugorifkind,"Peak District, UK",0,0,10,0,No hashtags,yes
327,149596,2021-08-18 07:01:42+00:00,"@BBCWorld Noteworthy that in 👆 interview, Greek migration minister touts 🇬🇷 has ""strengthened [its] legal arsenal"" by declaring Turkey safe country for Afghans.

The widely-criticized designation makes it easier for 🇬🇷to turn away 🇦🇫asylum-seekers who come thru 🇹🇷

https://t.co/etCjzPeCMX","Noteworthy that in 👆 interview, Greek migration minister touts 🇬🇷 has ""strengthened [its] legal arsenal"" by declaring Turkey safe country for Afghans. The widely-criticized designation makes it easier for 🇬🇷to turn away 🇦🇫asylum-seekers who come thru 🇹🇷",disgust / neutral,disgust,1,neutral,0,5,0.0193050193050193,,https://t.co/etCjzPeCMX,@BBCWorld,Athens - Boston,0,0,3,0,No hashtags,yes
328,10533,2022-03-10 12:00:09+00:00,"It was a pleasure to welcome refugee families from Afghanistan, Syria, and Sudan. Around 230 people visited us in late Feb to connect with others, have some fun and meet some of our animal residents.  

We worked with Bristol-based charity @Bridgestweets to organise these visits. https://t.co/PthMGLQU89","It was a pleasure to welcome refugee families from Afghanistan, Syria, and Sudan. Around 230 people visited us in late Feb to connect with others, have some fun and meet some of our animal residents. We worked with Bristol-based charity to organise these visits.",happy / agree,happy,2,agree,2,8,0.0297397769516728,,https://t.co/PthMGLQU89,@Bridgestweets,"Bristol, UK",1,3,18,0,No hashtags,yes
329,180747,2021-07-30 22:33:47+00:00,"RTStateDept: Today, @StateDeputySpox welcomed the first group of Afghan special immigrant applicants to the U.S. under #OperationAlliesRefuge, provided an update on U.S. efforts to share COVID-19 vaccines worldwide, and addressed the situation in Dara'a,… https://t.co/PB7AE2O5xr","RTStateDept: Today, welcomed the first group of Afghan special immigrant applicants to the U.S. under #OperationAlliesRefuge, provided an update on U.S. efforts to share COVID-19 vaccines worldwide, and addressed the situation in Dara'a,…",neutral / neutral,neutral,0,neutral,0,19,0.0785123966942148,"U.S., U.S., COVID-19",https://t.co/PB7AE2O5xr,@StateDeputySpox,"Baghdad, Iraq",1,0,0,0,['OperationAlliesRefuge'],yes
330,135976,2021-08-20 13:02:16+00:00,"Host countries please give a hand to help hopeless &amp;depressed afghan refugees who are stuck in Indonesia. 
8000 afghan refugees have been waiting for their resettlement proses for almost a decade in Indonesia.  We are in risk of mental illnesses https://t.co/IWBjy9g2cG",Host countries please give a hand to help hopeless &depressed afghan refugees who are stuck in Indonesia. 8000 afghan refugees have been waiting for their resettlement proses for almost a decade in Indonesia. We are in risk of mental illnesses,plea - fear / refugee,plea - fear,1,refugee,3,4,0.0159362549800796,,https://t.co/IWBjy9g2cG,,English-speaking,0,0,0,0,No hashtags,yes
331,34352,2021-12-14 16:01:02+00:00,"ON OUR RADAR WITH @MaxFosterCNN 📡

📢  #China donates more winter supplies to #Afghanistan 
📢  7.3 magnitude earthquake strikes off #Indonesia
📢 17 injured as a migrant group clashed with #Mexican police
📢  #US lawmakers debate contempt charge against top Trump aide https://t.co/uOxaZWVyuq",ON OUR RADAR WITH 📡 📢 #China donates more winter supplies to #Afghanistan 📢 7.3 magnitude earthquake strikes off #Indonesia 📢 17 injured as a migrant group clashed with #Mexican police 📢 #US lawmakers debate contempt charge against top Trump aide,na / na,na,0,na,0,21,0.0823529411764705,"ON, OUR, RADAR, WITH, #US",https://t.co/uOxaZWVyuq,@MaxFosterCNN,Abu Dhabi,6,4,6,0,"['China', 'Afghanistan', 'Indonesia', 'Mexican', 'US']",yes
332,60403,2021-10-01 21:20:00+00:00,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey.

https://t.co/DfHrlOrNuV","#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey.",happy / neutral,happy,2,neutral,0,6,0.0269058295964125,PM,https://t.co/DfHrlOrNuV,,Dubai,0,3,10,1,"['Greece', 'Afghanistan', 'Turkey']",yes
333,131982,2021-08-21 11:23:08+00:00,"Why can't our UK do the same🤔🇬🇧

'Our borders will remain safe': Greece erects 40km fence to stop Afghan asylum seekers entering Europe https://t.co/ghLeY02ZoP",Why can't our UK do the same🤔🇬🇧 'Our borders will remain safe': Greece erects 40km fence to stop Afghan asylum seekers entering Europe,disgust / disagree,disgust,1,disagree,1,7,0.0510948905109489,UK,https://t.co/ghLeY02ZoP,,United Kingdom,2,2,8,0,No hashtags,yes
334,168498,2021-08-16 01:08:16+00:00,"@RepKinzinger are you doing what you can to help get translators to safety?
Or just complaining?
#Afghanistan https://t.co/fR4i4cIk35",are you doing what you can to help get translators to safety? Or just complaining? #Afghanistan,disgust / agree,disgust,1,agree,2,2,0.0202020202020202,,https://t.co/fR4i4cIk35,@RepKinzinger,English-speaking,0,0,0,0,['Afghanistan'],yes
335,164693,2021-08-16 14:50:54+00:00,NEW: British Defense Secretary Ben Wallace says the U.K. is working on plans to allow Afghan asylum seekers to enter Britain without a passport as the situation on the ground deteriorates. https://t.co/5UiHN0mnrF,NEW: British Defense Secretary Ben Wallace says the U.K. is working on plans to allow Afghan asylum seekers to enter Britain without a passport as the situation on the ground deteriorates.,neutral / neutral,neutral,0,neutral,0,12,0.0631578947368421,"NEW:, U.K.",https://t.co/5UiHN0mnrF,,"Baltimore, MD",0,4,0,0,No hashtags,yes
336,51128,2021-10-23 22:16:01+00:00,"Unvetted foreign nationals do not belong in our communities.

Today I joined @EricShawnTV to discuss the gut wrenching instances that keep occurring at the hands of unvetted Afghan evacuees.

We must pass the SECURE America Act and remove any unvetted evacuees in the U.S. https://t.co/ZxBr7PeMe8",Unvetted foreign nationals do not belong in our communities. Today I joined to discuss the gut wrenching instances that keep occurring at the hands of unvetted Afghan evacuees. We must pass the SECURE America Act and remove any unvetted evacuees in the U.S.,plea - disgust / disagree,plea - disgust,1,disagree,1,15,0.0570342205323193,"I, SECURE, U.S.",https://t.co/ZxBr7PeMe8,@EricShawnTV,"Montana, USA",29,24,49,3,No hashtags,yes
337,135363,2021-08-20 15:37:40+00:00,"@BilldoeBaggins Trump stopped the SIV applications for 4 years. Trump released 5,000 terrorists, trump handed Afghanistan over. Trump removed all but 2500 troops. This is on 45. https://t.co/70N6cWFjYa","Trump stopped the SIV applications for 4 years. Trump released 5,000 terrorists, trump handed Afghanistan over. Trump removed all but 2500 troops. This is on 45.",disgust / neutral,disgust,1,neutral,0,8,0.0484848484848484,SIV,https://t.co/70N6cWFjYa,@BilldoeBaggins,English-speaking,0,0,0,0,No hashtags,yes
338,81819,2021-09-09 07:14:02+00:00,@TomPorterDC the 100000+ ppl who were evacuated by USG are neither SIV nor employees of USG they are the ppl who paid the money to airport ECP and now the USG is saying that they are at risk afghan allies meanwhile the real SIVs are in AFG living in fear.,the 100000+ ppl who were evacuated by USG are neither SIV nor employees of USG they are the ppl who paid the money to airport ECP and now the USG is saying that they are at risk afghan allies meanwhile the real SIVs are in AFG living in fear.,disgust / neutral,disgust,1,neutral,0,21,0.0860655737704918,"USG, SIV, USG, ECP, USG, AFG",,@TomPorterDC,English-speaking,0,0,0,0,No hashtags,yes
339,125651,2021-08-23 10:01:56+00:00,"@gregbradyTO It’s pretty simple. Every country helps evacuate ALL vetted Afghani civilians, let the Taliban take the country, minimized civilian casualties with evac, give Taliban 1 day to surrender, bomb the hell out of them, joint efforts.","It’s pretty simple. Every country helps evacuate ALL vetted Afghani civilians, let the Taliban take the country, minimized civilian casualties with evac, give Taliban 1 day to surrender, bomb the hell out of them, joint efforts.",disgust / neutral,disgust,1,neutral,0,8,0.0347826086956521,ALL,,@gregbradyTO,English-speaking,3,0,0,0,No hashtags,yes
340,3516,2022-04-11 20:44:02+00:00,"For significant of those Countries, who are doing efforts, &amp; working on Afghans resettlement programs....
ــــــــــــــــــــــــــــــــــــ
The heart of our people are injured enough.
Please do not annoy them any more... https://t.co/quAViV1nae","For significant of those Countries, who are doing efforts, & working on Afghans resettlement programs.... ــــــــــــــــــــــــــــــــــــ The heart of our people are injured enough. Please do not annoy them any more...",plea - sad / refugee,plea - sad,1,refugee,3,5,0.0218340611353711,,https://t.co/quAViV1nae,,English-speaking,0,0,0,0,No hashtags,yes
341,42883,2021-11-18 17:08:09+00:00,US considering returning some evacuees who don`t pass vetting process to Afghanistan https://t.co/AlazTOSHrl`t-pass-vetting-process-to-Afghanistan/,US considering returning some evacuees who don`t pass vetting process to Afghanistan,neutral / neutral,neutral,0,neutral,0,3,0.0348837209302325,US,https://t.co/AlazTOSHrl`t-pass-vetting-process-to-Afghanistan/,,Netherlands,0,0,0,0,No hashtags,yes
