,id_stable,ContentClean,y_sent
233,16672,"Flee (2021) Absolutely fantastic. It might sound niche when you try to describe it - a Danish animated documentary about an Afghan refugee. But it's so worth giving it a go, with a beautiful animation style to compliment an incredible tale. One of the year's best. (10/10)",2
234,57965,"They already lost track of over 700 Afghan refugees they brought here. They are unvetted and are loose in our country. Also, a group of these Afghan refugees gang raped a female soldier. They are not facing any criminal charges???? Disgraceful & Repugnant.",0
235,10270,You are a dreamer Australia has no freedom of press you have soldiers killing children in Afghanistan and the guy the call out on it is in prison You got refugees asylum seekers on two island in camp in Australia same there for year freedom. There a lot more freedom in China,0
236,162494,"America created this refugee crisis by arming the Taliban in the 80s and leaving inexperienced afghani soldiers with more American equipment that the Taliban just scooped up, we started this war to get back at a single person and now there’s a refugee crisis.",0
237,42209,"Hate ruthless #UK & its MSM. All chat around '#migrant numbers' but no ref to the biggest refugee crisis ever, or UK being the 2nd biggest #arms exporter & major shxt stirrer. No one chooses to flee their home. #Afghanistan #Syria #Palestine #ScottishIndependence #HumanRights",0
238,110961,How about vetting the illegals at the southern border as well as the Afghans?,1
239,96594,"The UN Refugee Agency in Canada works to support refugees, displaced and stateless people around the world. Afghanistan is a major focus at the moment.",2
240,38086,"Police search for Afghan refugee, 11, last seen going to play football in London - LBC",0
241,128612,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail,0
242,127897,"Canada to take in 20,000 Afghan refugees targeted by Taliban Several plane-loads of asylum seekers have already departed",2
243,51501,Afghan Refugee Charged With Rape Of 18-Year-Old After Resettling In Montana,0
244,105465,Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...,0
245,49006,Honored to continue to help our #Afghan wartime allies resettle in the US on behalf of & our members. We hope they can make fast use of all this clothing & shoes. #KeepingOurPromise #Afghanistan #AFG #IAVA #Resettlement #OperationAlliesWelcome #AfghanEvac #DigitalDunkirk,2
246,28678,"The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here: Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here.",1
247,137914,Biden stands by his decision. It was Republicans in Congress who voted against visas for translators. Biden also told the leaders in Afghanistan to make a plan months ago after years of training & equip & told everyone to get to Kapul. Instead they didn't & their president fled.,0
248,61592,"‘Fiscal insanity’ ? Inmates running the asylum. Why does Public Initiative require his approval? He approves of us spending that much on Afghanistan alone, but doesn't approve of spending that much on our own domestic development? ???",0
249,166818,"No Tory voter ever: ""Hey, it'd be a great idea to open the borders up to every economic migrant chancer from Afghan who'd quite like a council house and universal credit.""",0
250,21246,"Islamabad, Pakistan A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement Photograph: Anadolu Agency",1
251,101299,Arizona is preparing to receive and resettle displaced refugees from Afghanistan. You can help by volunteering your time and resources and telling Gov. to take more action! (602) 542-4331,1
252,183889,"Showboating Cruz will have Afghan blood on his hands if he delays evacuation of translators and their families as we promised them. Shameful. Ted Cruz is blocking diplomats from being confirmed, and it has nothing to do with their qualifications",0
253,130084,Afghanistan disaster negotiated and caused by Trump. Trump and Miller blew up the SIV process. A judge even ruled against them in 2019. 79% of Americans do not think the country is heading in the wrong direction. Gallup had 69% and the numbers were worse under Trump.,0
254,138135,"notes that the conversation about those seeking asylum or fleeing the country is exclusively about Afghans with means & connections, who are likely already in Kabul. The vast majority of Afghans won't have the money or safe passage to get to an airport.",0
255,174235,"Canada to resettle 20,000 vulnerable Afghans threatened by Taliban and forced to flee Afghanistan | World News",2
256,60036,Afghanistan's female youth football team have found asylum in Portugal after they were forced to flee from the Taliban in August. #afghanistanwomen,2
257,189130,US military should never have gone there in the first place. Extract the translators and everyone who helped coalition troops and don't look back. There is a reason why no one has ever won a war in Afghanistan.,0
258,30972,"You do realise that those soldiers have to perform their duty and that the orders came from the democratically elected Parliament? The vast majority of the migrants are not coming from Iraq and Afghan btw , 80% don't meet refugee criteria (Source - EHRC)",0
259,93274,"Notice anything particular about this immigrant welcoming map whereas illegal border crossers and Afghan refugees are being sent to for settlement? Me too. Swing districts and states. Goal? All 50 states turn blue in 2024. Amnesty is already happening, so… 🤬🤬",0
260,4888,"""I am exactly the opposite of my past."" Maryam (pseud, 18), an #Afghan refugee, left her home in Iran for Greece. Her journey has ""made me a stronger and braver woman who can now defend her rights and she does not stay silent in the face of opposition."" #1000Dreams #refugees",2
261,66928,Is it because they’re black?!? #Haitianmigrants because I’m dead not understand the difference between them and the Afghans that are seeking asylum...,0
262,85625,"Hey Warren, by “prior failure” are you referring to the deal Trump and Pompeo made with the Taliban in 2020? Or maybe it was a Stephen Miller, who put the brakes on SIV visas from Iraq and Afghanistan?",0
263,6688,"There is no race agenda, in terms of refugee policy, just local examples of individual racism. My issue is with people telling me we haven't done enough for Syrians, Afghans and Yemeni's because they're 'not white', without any true understanding of the underlying issues.",0
264,18154,"New video today #AWarmWelcome? exposes dangerously slow progress on Afghan resettlement & how the Government's #AntiRefugeeBill will close the door on ppl seeking safety from #Afghanistan. Share & write to your MP calling for protection, not punishment.",0
265,48365,"From the Afghan refugees they supposedly ""vetted"" like they would at the border right lol",0
266,14507,"No. It's right. Poles are known for racism. They refuse helping PoC, Syrians and Afghans. And those incidents are reported by refugee organisations.",0
267,172531,So countries from Far regions would come to Afghanistan and play their interesta which effected Pakistan and you expect Pakistan to sit back and do nothing! Russians started Refugee Problem!,0
268,14746,"Not to mention, only 6 civilians, two days and worldwide immediate refugee acceptation and worldwide sanctions. Not even comparable to the extent of bullshit that US Imperialism has caused without anyone batting an eye. Iraq, Syria, Palestine, Yemen, Libya, Afghanistan, etc.",0
269,174170,Instead of taking control of the country the West funded/trained #Afghan Govt & forces are busy seeking asylum in their sponsor countries. There is no will & no way. Taliban are just sitting back & enjoying the takeover! #AfghanLeaks #PakSupportingAfghanPeace,0
270,113106,"So sick of hearing the outrage from the GOP about how the withdrawal of troops from Afghanistan is going to affect women & children. We didn't hear a peep out of them when they were throwing immigrant women & children in cages along the border, or when Kurds were being massacred.",0
271,55133,please help me I am an afghan woman SIV applicant left behind in Afghanistan,0
272,129761,"This moment shaped our current reality in so many ways, but the fate of the Afghans onboard who were never resettled and returned home to Afghanistan, is particularly resonant right now 2/3",1
273,47570,Each of us has family in Afghanistan facing atrocities. Please help us rescue them. #HazaraRefugees #Resettle_Hazara_refugees_fm_Indonesia #HELPREFUGEESININDONESIA,0
274,147134,Afghan asylum seekers on Lesvos come together in a moving demonstration of solidarity (photos and writing Many have been contained in abysmal conditions for months or years in camps at Europe's external borders. End cruel migration policies. #WeSayWelcome,0
275,29555,I live in a country on earth whose system and government are completely destroyed. Educated and professional people are in danger of death at any moment. Some incompetent people determine our destiny. #Afghanistan,0
276,195772,"With today’s announcement on #Afghanistan, it’s more important than ever to expedite the process for vetting and granting visas to our Afghan interpreters & immediate family members (Iraqis too).",1
277,126898,UK plans offshore asylum centres in Turkey & Pakistan for Afghans according to yet Turkey said it received no such request from Johnson's government,1
278,182348,"Mr. Vice president, just heard news of afghan army seeking refugee at Pakistan, please give explanation abt this. Those 46 personal should be terminated and brought to court. Its against "" Sar warkawam sangar na warkawam""",0
279,162193,Commendable Mr Green but which way would you vote if there was a motion in the HofC to allow Afghani asylum seekers into the UK and the whip told you to vote against? Million dollar question…,0
280,126183,what muslim majority man most of the muslim countries blocked afghan refugee and u people called yourself muslims..non muslim countries are helping afghan refugee now,0
281,150845,"That wasn't his argument at all. His argument is that we can't bring 30k unvetted Afghans here just because they worked with them there. He is making a point that we can't assume that just because they were there at one point helping, that they safe to bring to America. Why lie?",0
282,119421,Why couldn’t the Afghans get their SIV’s more quickly?,0
283,6278,"What is wrong I will let u u know first answer my question Y ur people r forced to take asylum India frm Afghanistan inspite of serving Lungar standing in solidarity with CAA Protesters.Y ur females r abducted fortnightly at ur beloved Pak,Y pak Gen Bajawa Jihadi nt Sikh",0
284,191470,#Greece #Afghanistan Jailing of Afghans for Lesbos migrant camp fire a ‘parody of justice’,0
285,162958,"Of course. The EU 🇪🇺 has a rather poor track record when it comes to dealing with asylum seekers from Afghanistan. People have talked & written about it, incl. myself ( But perhaps things can change? With a joint #resettlement programme, for example?",0
286,57680,Campaigners say it's 'perverse and immoral' that the guidance leaves scope for Afghans to be sent back The guidance acknowledges that there are 'potentially vulnerable groups' who should be granted asylum - but lawyers say this doesn't encapsulate everyone who would face risks,0
287,82334,"“We have a responsibility to pay it forward, as women aviators, for the future.” U.S. Air Force Lt. Col. Merlissa Dombrock, Capt. Allyson Swift, and Capt. Taylor Stephens meet an Afghan refugee girl who dreams of being a pilot, Ramstein Air Base, Germany.",2
288,50629,"On a more positive note, the Minister confirmed that 200 local authorities have now made a commitment to resettle Afghans under the scheme. Whilst this is positive, MPs raised repeated concerns over delays in matching Afghans who have already been evacuated with accommodation.",2
289,136075,"Well, it’s definitely nice to live elsewhere than in Afghanistan. So, they are leaving not because of Taliban but because of a dysfunctional state. Which is equally sad. But narrative matter. 70-90% of asylum seekers apply based on fake cases.",0
290,112442,#Rwanda welcomes Afghan refugee students | |,1
291,17931,That's one of the choppers Biden left in Afghanistan. See the refugee hanging from it?,0
292,14131,"Nice to see the West has opened it's doors to refugee's fleeing #Ukraine, and declared it's solidarity with them. It's interesting that the same welcome isn't available to Iraqi's, Afghans, Palestinians, Syrians or Yemenis. Perhaps it would be different if they were white?",0
293,24855,"🛫 🛫 🛫 FLEE, the breathtaking story of a man's journey as a child refugee from Afghanistan, opens this Friday 1/21. Tickets on sale now!",1
294,15478,"Yep. Esp. Black, Brown kids- usualy used a cannon fodder. Hello, No child Left Behind, Iraq War, Afghanistan. IN the Iraq war, one of the first casualities was an immigrant Latino from Escanodido, CA.",0
295,57194,Or an Afghan refugee or someone from Hong Kong.....,1
296,157856,Horrific images from Kabul -saddening how backs have been turned on all these people. I hope asylum will be granted to everyone who makes it out of Afghanistan (without inhumane disputes about migration). Let’s not betray the people of Afghanistan twice #Afghanistan,0
297,46187,Post Edited: Competition helps Afghan refugee rebuild her business,1
298,124345,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED?,0
299,19740,"The processing hub in Qatar will assist Special Immigrant Visa applicants who are ready to be interviewed by American officials, as well as at-risk Afghans with family members in the U.S. The latter group could be processed through the traditional refugee resettlement program.",2
300,172170,"The US & UK must offer asylum to all those who oppose the Taliban in Afghanistan, and protect Kabul until they are all out. The West is responsible for what is now happening in Afghanistan.",0
301,149279,"300 is better than the initial 150 person commitment from the State, but the Land of a Thousand Welcomes can do better. Migrant NGOs including the Immigrant Council are continuing to call on the Gov't to commit to a minimum resettlement of 1,000 refugees from #Afghanistan.",2
302,31893,". The effort to aid Afghanistan's women judges draws in U.S. law firms. At least four major U.S. firms are representing judges pro bono in asylum and immigration matters. About 250 women judges have fled, or are trying to leave, Afghanistan.",2
303,63268,"""Blackburn: You Can't Call 1-800-Taliban to Vet Unvetted Afghan Evacuees, Only 3% of Evacuees Were Vetted SIV Holders"" On Monday’s broadcast of the Fox Business Network’s “Evening Edit,” Sen. Marsha Blackburn (R-TN) said the evacuation of Afghanistan resulted in evacuating p…",0
304,96871,"There is nothing warm about rejecting an asylum application for an Afghan interpreter, currently in hiding in fear for his life, who helped our troops. This is a Government run through marketing and PR campaigns. And re latest polls, they're still on top.",0
305,88938,"Trump had 4 years to vet them, but just decided to block all Afghan Allie’s instead. You know b/c of xenophobia. If you airlift 120k Afghan allies out to fully vet them and then find 100 that don’t qualify then that’s fine. Trump released 5,000 of the worst Taliban terrorists.",0
306,181295,Is there a rationale for this? I would think it should take quite a poison pill to vote against the Afghan relocation aspect of the bill.,0
307,30017,Dear Mr. Grandy. It's quite reasonable attention to Afghan refugees who are most vulnerable refugees around the globe Becaus it's impossible to get back to Afghanistan as you may fallow reports throughout social medias they are the most deserved to get them resettled to any of,0
308,75745,"RT: Blinken admits most Afghans were not vetted before boarding US evacuation planes — Jon Nicosia ( Sep 14, 2021",1
309,68948,Rightly so! She sure is guilty of a rather mysterious plea to “brothers” (the Taliban) during the Afghan refugee crisis. Would not vote for her. #monsef #CanadaVotes,0
310,138605,Three categories of Afghanistan s are expected. 1.those with special immigrant visas 2.those destined to the USA as citizens. 3.Those destined to the USA as refugees. #NBSFrontline,1
311,50003,"""During the meeting, Biden Administration officials shared updates on the historic effort to resettle our Afghan allies. Participants shared private sector efforts underway to support resettlement by bringing their resources, networks, and expertise to bear,"" readout says.",2
312,96306,"The Ugly End We All Saw Coming Common sense would tell us, that with the exit that is taking place this fast…there is no way every Afghan refugee could be vetted properly! No “F….ing” way!👿",0
313,140868,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.”,1
314,1283,"MrBiden! I am one of your ally stuck in kabul due to SIV bureaucracy We are in hidden since August 2021,our kids are restricted of education B/I served for USA &NATO. Why USA&NATO authorities are not caring of their allies stuck in Afghanistan? Where is humanity? Where justice?",0
315,26440,"Sorry that may not be clear. Many of our allies are in hotels in Pakistan and India and I think other third countries include Qatar and Tajikistan. All awaiting the final paperwork to fly to the UK. We've called our operation to resettle afghans in the UK ""operation warm welcome""",2
316,105818,Biden evacuating Cows over US Citizens and SIV's !! Leaves 85 billion dollars worth of high tech weapons but saves cows. #BidenDisaster #BidenIsACoward #AfghanistanCrisis #Afghan #AFghanistan,0
317,158551,"Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims",0
318,33592,An Afghan refugee who drove for Uber was killed in San Francisco — his family is seeking answers - The Verge,0
319,139932,Afghan refugee by far.,1
320,18479,NEW from Hear from our staff on the frontlines of the Afghan resettlement effort in VA — the majority of whom are recently arrived refugees themselves — about how they are helping their fellow Afghans adjust to life in the U.S.,2
321,62595,"an illegal alien. Deputy Corey Wride shot dead also by an illegal alien, and my Uncle Steven MURDERED in Layton Utah in 2000 due to an illegal alien. This nonsense needs to stop. Those dang Afghan refugees coming to Utah haven't been vetted properly and mark my word, only a",0
322,144025,"Disjointed is all, like I can’t imagine the Taliban bursting through the gates of Kabul knowing that you have a sizeable US presence still intact overseeing the evacuation of the folks with SIV’s etc.",1
323,10204,"To people of the middle East, Putin offered NO asylum to people fleeing Afghanistan, Syria etc in Russia. He DOES NOT WANT middle Eastern ppl in his country. Please, DO NOT BE FOOLED. 🙏",0
324,95610,"Yet you won't provide any evidence, a VIDEO perhaps? You guys been saying the same shit for a month now, it seems all afghans are translators",0
325,6017,Overdue for journalistic investigation is why are there still 100’s of MOD guards & translators in hiding from the Taliban in Afghanistan for 7 months while the MOD tell them to ‘wait’. They are in grave danger & the UK is betraying them. Happy to share some info with you. #ARAP,0
326,22651,"Thank you Hugo. So important and true. I also think of those who need us to remember them now. Today I had a message from someone on the UK Afghan Citizens Resettlement Scheme list to say, ‘I hope they listen to our pleas and respond.’ We can still save them if we act now. 🙏🏻",2
327,149596,"Noteworthy that in 👆 interview, Greek migration minister touts 🇬🇷 has ""strengthened [its] legal arsenal"" by declaring Turkey safe country for Afghans. The widely-criticized designation makes it easier for 🇬🇷to turn away 🇦🇫asylum-seekers who come thru 🇹🇷",0
328,10533,"It was a pleasure to welcome refugee families from Afghanistan, Syria, and Sudan. Around 230 people visited us in late Feb to connect with others, have some fun and meet some of our animal residents. We worked with Bristol-based charity to organise these visits.",2
329,180747,"RTStateDept: Today, welcomed the first group of Afghan special immigrant applicants to the U.S. under #OperationAlliesRefuge, provided an update on U.S. efforts to share COVID-19 vaccines worldwide, and addressed the situation in Dara'a,…",1
330,135976,Host countries please give a hand to help hopeless &depressed afghan refugees who are stuck in Indonesia. 8000 afghan refugees have been waiting for their resettlement proses for almost a decade in Indonesia. We are in risk of mental illnesses,0
331,34352,ON OUR RADAR WITH 📡 📢 #China donates more winter supplies to #Afghanistan 📢 7.3 magnitude earthquake strikes off #Indonesia 📢 17 injured as a migrant group clashed with #Mexican police 📢 #US lawmakers debate contempt charge against top Trump aide,1
332,60403,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey.",2
333,131982,Why can't our UK do the same🤔🇬🇧 'Our borders will remain safe': Greece erects 40km fence to stop Afghan asylum seekers entering Europe,0
334,168498,are you doing what you can to help get translators to safety? Or just complaining? #Afghanistan,0
335,164693,NEW: British Defense Secretary Ben Wallace says the U.K. is working on plans to allow Afghan asylum seekers to enter Britain without a passport as the situation on the ground deteriorates.,1
336,51128,Unvetted foreign nationals do not belong in our communities. Today I joined to discuss the gut wrenching instances that keep occurring at the hands of unvetted Afghan evacuees. We must pass the SECURE America Act and remove any unvetted evacuees in the U.S.,0
337,135363,"Trump stopped the SIV applications for 4 years. Trump released 5,000 terrorists, trump handed Afghanistan over. Trump removed all but 2500 troops. This is on 45.",0
338,81819,the 100000+ ppl who were evacuated by USG are neither SIV nor employees of USG they are the ppl who paid the money to airport ECP and now the USG is saying that they are at risk afghan allies meanwhile the real SIVs are in AFG living in fear.,0
339,125651,"It’s pretty simple. Every country helps evacuate ALL vetted Afghani civilians, let the Taliban take the country, minimized civilian casualties with evac, give Taliban 1 day to surrender, bomb the hell out of them, joint efforts.",0
340,3516,"For significant of those Countries, who are doing efforts, & working on Afghans resettlement programs.... ــــــــــــــــــــــــــــــــــــ The heart of our people are injured enough. Please do not annoy them any more...",0
341,42883,US considering returning some evacuees who don`t pass vetting process to Afghanistan,1
342,91637,WATCH LIVE: Mayorkas speaks on U.S. government efforts to resettle Afghan refugees,1
343,123411,"How many sweat shops do friends of SloMo, et al, own/run? How much of that profit lines the pockets of SloMo, et al? They don't give a fuck about Afghan translators, why would they give a fuck about slavery? #NotMyPM #CrimeMinister",0
344,71359,Properly vetted Afghanis. I have been looking into what it would take to adopt a child from Afghanistan.,2
345,59538,"Saturday was another busy day. I started by dropping off clothes at VFW Post 9215 in Upper Nyack. They're collecting donations to help Afghani refugees being resettled in the US. If you want to donate-drop off clothes from 9am-12pm Saturday, 10/9 at 250 Birchwood Ave. Upper Nyack",2
346,29849,Elite Afghan military pilots resettled in American fear for family,0
347,8687,I’ve been to both Afghanistan & Syria & worked in refugee camps near there. I can tell you all about them. It’s why I also don’t approve of China’s internment camps & human rights abuses because I’ve seen those abuses ruin countries…,0
348,78842,"✏️ 🇪🇺 vowed to financially help 🇦🇫’s neighbors to handle refugees fleeing the #taliban regime, while not agreeing on any unified #asylum seekers welcoming procedures. The view of 🇳🇱 cartoonist #EU #Afghanistan #Europe #EUCO",0
349,140615,"Tragic news: Boy who died falling from hotel window in Sheffield was Afghan refugee, reports say",0
350,53449,Afghanistan has been repeatedly invaded creating a culture of jihad against the outsider. These guys specifically can be traced back to the cold war. The Soviet invasion led to the rise of the Mujsahideen. Out of these arose the Taliban in the refugee camps in Pakistan. /1,0
351,30691,"Months later, Afghan evacuees abroad and at US bases still wait to be resettled via",1
352,184992,"Rohingya Refugee crisis, Delhi Riots, Covid lockdown, deaths during pandemic and Afghanistan.. had been doing some tremendous work. A life lost so early.",0
353,146975,Our campaign is signing this statement. Home Secretary Patel still criminalises Afghan refugees and anyone helping them crossing the Channel. Those in Afghanistan are being refused refugee status because of inadequate English. This must end in interests of all refugees.,0
354,144252,Afghanistan has quadrupled its population in a half century. It nearly doubled its population during the American occupation. It's a refugee factory.,0
355,31253,"Afghanistan where Biden had to negotiate with the Taliban after Trump drew down troops to under 2500, released 5000 Taliban prisoners & promised them May 1st exit after cutting out the government, evacuating no one, and gutting the SIV process?",0
356,88018,I hope you will ask tough questions on his plans for ending the war in Afghanistan and why the SIV process was stopped for those who helped Americans.,0
357,144450,"The international community and media must loudly demand for these countries to offer asylum to all Afghan journalists and media personnel, as well as all other Afghan refugees.",0
358,76124,Proud Boys-Linked 'Afghan Refugee Hunting Permit' Found at Michigan Campus It's time to treat proud boys like they're the terrorists they are.,0
359,73964,The #Biden administration began notifying governors and state refugee coordinators across the US about how many #Afghan evacuees from among the first arrivals are to be resettled in their states,1
360,68759,tories have signed a death warrant for Afghanistan translators and their families . was it on purpose . TORIES ARE SO EVIL,0
361,115381,FLASHBACK: Several Thousand Potential Fraudulent Iraqi Immigration Cases Give Biden Admin Pause About Afghan Refugee Program,1
362,97586,NJ Ft Dix. A friend of mine just tonight delivered air conditioners for tents that will hold 6000 Afghanistan unvetted foreigners,0
363,20812,Dear friend I need learning English language because I am student from Afghanistan now I am refugee in the Pakistan,0
364,138282,Are these the Afghan translators and interpreters that have a tendency to rape children? Afghans should be held in the region not transported to the UK to endanger British children.,0
365,3753,Fucking shameful that we’re not receiving these people but we can’t even save our own Afghan translators this admin is garbage,0
366,178347,"Tens of thousands of afghans are moving towards Iran's border to seek refugee. Iran is already hosting 2-3 million illegal afghan refugees. With the trembling economy, we just can't handle anymore. With that being said, they will not be sent back. Welcome to your home ❤️",2
367,168195,". is looking for volunteers in the Seattle/Tacoma, DMV, Houston, and Fort Worth areas to support resettled Afghan newcomers with airport pick-ups, apartment set-ups, or meals. More details here:",1
368,11815,Herrell: Displaced people coming from Afghanistan could pose a security risk to the U.S. Also Herrell: The lawless group of Canadian anti-vaccine truckers deserve special refugee status. 🤦,0
369,152242,"fine,some Afghani's need to come out of there that helped us,,but why do we need to bring over 100k here,,why cant we put them somewhere over there and make sure they are vetted...with chain migration its really triple that number probably more...",0
370,13610,"Putin still has the right to invade. NATO didn't have to invade Iraq, Afghanistan, Libya, Syria. There's many more. Look at the refugee crisis from Libya. Now the slave trade is flourishing in Libya after NATO intervention. But it's OK because it was NATO.",0
371,194806,"خشونت علیه زنان، ممنوع! Two Afghan immigrant women ask a Swedish journalist to photograph their bodies from undercover history to show what it means when violence against women speaks out. The deformed bodies of these two women, continued in comment👇👇",0
372,53295,They left us behind They are still evacuating those who have relatives in USA The SIV are all remain in Afghanistan and will remain for ever We are left behind,0
373,74670,"Uprooted, Yet Again: 150 Resettled Afghan Refugees in New Jersey Were Displaced During Tropical Storm Ida, via",0
374,52820,First Afghan refugee family expected to arrive in Milwaukee this week,1
375,102907,…or question the vetting (if any) of any Afghanistan refugees.,1
376,60591,"🚨Networking/Hiring🚨 DM me if interested in working w/leading resettlement org to coordinate private sector engagement & interface with fed & state govt around assisting Afghan arrivals. Strong background in refugee resettlement, corp engagement, and public-private partnerships.",1
377,99238,EU plans €600m package for Afghanistan’s neighbours to avert refugee crisis Thank you EU 🇪🇺,2
378,4535,Grants Given to Support Afghan Refugee Resettlement Efforts,1
379,39214,"Get back to me when all of the Afghani ""migrants"" at Fort Dix are vetted, vaxxed and the kids are masked in their little school on base. Until then... 🖕",0
380,30466,Afghan refugee families expected to settle in county in 2022,1
381,12512,I saw a newsitem about an Afghan refugee family who had recently fled to Ukraine and were now fleeing to Poland. People like that should be a no-brainer for admittance to 🇨🇦--espec. as they'd likely have already been vetted for entry to Ukraine.,0
382,176518,"Do join me 19GMT As #US defence official warns the #Taliban could surround #Afghanistan's capital, Kabul, in 30 days, reports on #Afghan government's plans to fight back. Plus live on #migrant crisis on #Colombia #Panama border.",0
383,176795,"deportations to Afghanistan. Afghans in 2020 made up 10.6 per cent of asylum seekers in the EU, or just over 44,000 of about 416,000 requests, the second largest number behind Syrians on 15.2 per cent, EU statistics show.",1
384,17565,In November Blake took part in a charity day whereby staff and customers alike funded SchoolBags in support of and the ACAA. We have been able to fund 80 bags through the Afghan Refugee Appeal! Visit our blog for more information:,2
385,24334,"I heard in Kabul the ""Norwegian Committee for Afghanistan"" helps and works with Taliban terrorist. Such a shame for the country who called himself the most pro humanitarian country in the world. Your worries regarding influx of Afghan refugee understandable.",0
386,165181,Aren't you the same bunch that voted against helping the refugee Afghans a month ago? #Hypocrisy,0
387,201235,Evacuation for translators and former collaborators?,1
388,98249,"For four months Americans were warned to leave. The SIV program was all but destroyed by trump and Miller so most Afghan allies couldn't get visas, but sure blame Biden.",0
389,71033,"Afghan female youth football players reach Pakistan, will seek asylum",2
390,17147,"In 2016, Matthieu Aikins mailed his passport to a friend, wiped his phone and assumed the identity of an Afghan refugee named Habib. He tells the story of a migrant family's journey on smugglers' road in his book, The Naked Don't Fear the Water.",1
391,134034,"Afghan Allies have begun arriving at Fort Lee, Virginia. To help their resettlement efforts, there are a lot of opportunities here:",2
392,53024,"OU community members stood ready to help with the resettlement efforts as nearly 1,800 Afghan refugees made their way to Oklahoma earlier this month. Read more ➡️",2
393,168316,Important call out. What about those stuck in Afghanistan and don’t have the privilege to even seek refuge or asylum? What about them?,0
394,43733,A reminder to any Afghan asylum seekers currently in SouthEast Asia...if your UNHCR refugee application was rejected in the past few years...the time to submit a reopening request is now! Link to Self Help Kit for reopenings...,2
395,110882,"While House Democrats Press Biden To Raise Refugee Cap, White House Remains Non-Committal (Forbes Breaking News) Jen Psaki responds to questions about Afghanistan during a White House Press Briefing. Stay Connected Forbes on Facebook: …",1
396,59550,"Please if you can help us! 2 us immigrant visa holders, 1 afghan ally with verified documents, 5 at risk women and they are all religious minorities. Please help, pm me if you need any info!",0
397,97966,"What is the problem. People ignore the Capitol riots due to half of them being former military, same people ignore getting vaccinated. President pulled 123,000 Muslims from Afghanistan that Reps don't want here and you have a problem with pull out that Trump set on 50,000 siv",0
398,98952,Residents at care village founded by Jewish war refugee are helping Afghans arriving in city,2
399,27781,Resettlement is a key symbol of international solidarity & responsibility. International community failed to met this solidarity and responsibility about refugees in Indonesia. Afghanistani Refugees in Indonesia has been forgotten for a decade. #HelpRefugees_Indonesia,0
400,195587,", please reconsider your decision on refugee levels! Taking into account the recent decision on Afghanistan there will be a large number of refugees fleeing. We must help them and other refugees around the world. It is who we are!",0
401,147707,"Yes thankfully someone in the #hoc debate outlined the figures including those Afghan girl refugees returned and those from Afghanistan currently seeking asylum & already here so as you point out any minute now the quota (bespoke let’s not forget that) of 20,000 will be done",2
402,99443,"Everyone should quickly learn the immigration status ‘Humanitarian Parole’ Then, everyone should understand the challenges this is about to cause because the US Government completely screwed over Afghans. #AfghanistanDisaster #AfghanRefugees #welcomehome",0
403,113724,Islington to welcome 15 families under Afghan resettlement scheme,2
404,79189,Assets at Dyess Air Force Base have been assisting in the humanitarian efforts to help Afghan refugees resettle in the United States. #AbileneTX #DyessAFB #OperationAlliesWelcome #afghans,2
405,20024,All membership fees and donations to CIVIC during the week of our Afghanistan Refugee Resettlement Fundraiser (Feb 6-12) will support Afghan refugees and as they face resettling into Iowa. To donate: More information:,1
406,86126,"In this Transforming Society article, outlines the plight of Afghan asylum applications in the UK and the severe inadequacy of the asylum system as a whole. #AfghanRefugees",2
407,3643,"I've tutored many immigrant children and been involved helping families from Afghanistan, Mexico, Honduras/ Central Am. I'm not afraid of migrants. The ones I've met are hardworking family oriented religious and kind. Who's hiring these people and paying for them to come work?",2
408,31287,All Afghan refugees at Quantico have been resettled via,1
409,184932,"Wife of a former President. Failed wars in Iraq, Afghanistan, Libya, and Syria. Uranium One Russia cash windfall. Epstein/Maxwell friendship. Bill. Corruption unveiled in Wikileaks Pay to play. Her cackle. Destabilizing Central America via Honduras coup. Migrant crisis.",0
410,191307,"Sir you need to get our Afghan translators to Guam now, today no waiting. If you don’t President Biden will bate the same cross, shame and guilt as FDR. Read Alex’s Wake",0
411,164136,Trudeau says feds trying to resettle Afghans 'quickly' amid reports of chaos on the ground,0
412,13089,"In memory of Leonard Ashley z""l, child refugee from Nazi Germany and late father of our Treasurer we are supporting Cathy's Fundraiser for supporting Syrian, Afghan and Ukrainian refugees today. May his memory be a blessing.",2
