,id_stable,Date,ContentClean
961,161600,2021-08-16 20:37:00+00:00,Didn't address the issue of the thousands of Afghans who helped our military being left behind and killed for their involvement...what about them what happens to them when we fly off? Because that SIV program that's been in the works for months ain't quick enough.
891,195953,2021-04-12 00:24:01+00:00,Dutton will try and stop any light shedding on this as he’s a protector of creeps like this while he tortures Afghan asylum seekers.
748,141496,2021-08-19 10:20:02+00:00,"Turkey has a very important role in managing Afghan migrant wave, says EU foreign policy chief Josep Borrell"
557,138374,2021-08-19 21:55:59+00:00,"Raab is safe? Oh OK, and the translators in Afghanistan who could have been helped with one phone call..... ill wait...."
943,6989,2022-03-24 14:33:47+00:00,Aemon is still getting quite a bit of attention. He's a refugee from Bosnia. If you'd like to support our work helping Afghans to safety please click the link:
161,164376,2021-08-16 15:29:24+00:00,"I've written to my MP asking that we act to help the people of Afghanistan, including that the government expands the Afghan resettlement scheme to get interpreters out. Now, make sure you write to yours."
1062,130519,2021-08-21 19:10:26+00:00,"There are 1 lakh AC tents lying vacant in Maka Medina (Saudi Arabia) which can house 1 million Afghan refugees. But Saudi Arabia did not offer asylum to even one Afghan citizen.. Not even any comforting gesture of sympathy, support, allegiance, brotherhood, etc.."
199,100419,2021-08-31 02:27:26+00:00,"According to the Washington Times’ Stephen Dinan, 47, Afghan national Ghader Heydari was flown to Dulles International Airport as part of Biden’s Afghanistan resettlement operation"
425,44680,2021-11-12 13:42:00+00:00,"Celebrating aussi win while they butchered your countrymen in fields like cattle skull_e truly a surreal and insane experience it must be being an afghani refugee, to suck up to hinduvta so much and offer your countrymen’s blood for an IPL contract and a few roads. My god….."
376,60591,2021-10-01 17:07:02+00:00," police_car_light_e Networking/Hiring police_car_light_e DM me if interested in working w/leading resettlement org to coordinate private sector engagement & interface with fed & state govt around assisting Afghan arrivals. Strong background in refugee resettlement, corp engagement, and public-private partnerships."
235,10270,2022-03-11 08:50:15+00:00,You are a dreamer Australia has no freedom of press you have soldiers killing children in Afghanistan and the guy the call out on it is in prison You got refugees asylum seekers on two island in camp in Australia same there for year freedom. There a lot more freedom in China
165,15200,2022-02-25 18:05:32+00:00,"You and I probably see pretty eye-to-eye on the Afghanistan thing in general, but I see zero excuse to leave American citizens and those translators who aided our troops behind."
85,140241,2021-08-19 15:00:02+00:00,"Afghanistan: UK’s refugee resettlement programme ‘confusing and disingenuous’, experts warn ["
167,6146,2022-03-28 11:36:25+00:00,"It's a danish animated documentary about a gay Afghan refugee who tells the story about him and his family fleeing from Afghanistan, to the director. It's wonderfully animated and both really heartbreaking and heartwarming at the same time. Can highly recommend!"
1070,178421,2021-08-05 15:44:53+00:00,"400 #Afghan SIV recipients have been brought to the US. where are the rest of the more than 50,000 allies who need our protection? The Biden administration must #KeepOurPromise and bring ALL of these Afghans to safety in the U.S. before troops withdraw. #EvacuateNow"
1103,140587,2021-08-19 13:49:28+00:00,"Nobody cares, because refugees were a huge source for Pakistanis to dip into the Afghan Refugee funds."
811,69329,2021-09-20 20:11:30+00:00,Mr. Sec Blinken we SIV applicants are left behind in a very bad situation in Afghanistan. Hope you hear our voices. This is a matter of life and death crying_face_e 
863,149354,2021-08-18 07:42:20+00:00,"If you can demand immediately admitting refugees from #Afghanistan (which you should), you can also demand immediate asylum for migrants caged at the US border."
1041,998,2022-04-21 14:25:24+00:00,This is what happens to Shia in their homeland because taliban are running Afghanistan like a mafia and exterminating minority Muslims. Harmless Shia who believe in educating females+many Hazara are murdered or driven to homelessness as refugee so taliban can steal their land.
90,32662,2021-12-20 01:04:10+00:00,"Would You Sponsor an Afghan Refugee? I would like to know how much Obama, Bush, Hillary, Trump and and their cronies are contributing first. They are all collectively worth billions, they robbed the American taxpayer and enriched themselves!"
191,89756,2021-09-04 09:00:36+00:00,Bullshit 80 Percent of Afghanistan Evacuees in U.S. Are Recipients of Special Immigrant Visas: DHS
737,86794,2021-09-06 05:51:19+00:00,Panjshir Valley completely captured: #Afghanistan #Kabul #Taliban #PanjshirResistance #Panjishir
706,52557,2021-10-20 18:28:23+00:00,Thousands of people have had to flee Afghanistan in recent months. Keep scrolling to learn more about the situation in Afghanistan and how you can support refugee resettlement in Salt Lake County. (1/6)
125,37112,2021-12-05 22:58:24+00:00,"Our federal government’s promise - to bring 40,000 Afghan refugees to Canada, but to date, fewer 4,000 refugees have arrived. Hire more staff for the immigration and Refugee Board so they can more quickly process the applications. #eyeonafghanistan #socialjustice #wearefamous5"
725,156629,2021-08-17 10:14:02+00:00,#RefugeesWelcome always. Britain needs to open our borders and hearts to those seeking asylum from Afghanistan.
88,102213,2021-08-30 13:46:24+00:00,We should not have to be forced to take more immigrants from Afghanistan!! They should be safely removed and resettled in the Middle East!
438,76883,2021-09-13 20:18:44+00:00,"the Administration resurrected the Special Immigrant Visa program that was essentially shutdown by Trump WH in March of 2020. Afghans tht are not vetted before leaving Afghanistan, are vetted in third countries prior to being brought to the US."
1067,75536,2021-09-14 19:59:51+00:00,"Yeah, yeah, Rich, & Biden hasn't gotten ONE KURD refugee out of Afghanistan, either. Look, Dumbass, War Is Hell, whether you're starting one or ending one. At least Biden isn't golfing. . . . ."
665,126433,2021-08-23 02:11:01+00:00,But please make sure that they have been properly tested for #CovidDelPhilippines as we are already strugging with it as it is. Philippines open to accepting asylum seekers from Afghanistan -
1072,128475,2021-08-22 13:54:35+00:00,"graduated and about trips abroad Afghanistan. She was crushed on him, she was immigrant. She told him when he was really young and list his mum, and he had no possibility to attendance library he wanted, or just school. Over time, after two chance of relations with girls - two"
440,116266,2021-08-25 17:36:05+00:00,They look to be Afghani students (also accompanied by their families) that are here because of SIV a parent got to come to US. They are listed as American Allies-not US citizens & received OK through military/not State dept? Multiple articles written are intentionally obtuse.
176,58520,2021-10-05 19:03:58+00:00,Biden administration resumes Afghan refugee flights after measles outbreak
541,32655,2021-12-20 01:47:00+00:00,Failure to create safe routes ‘forcing Afghans to make perilous journeys to UK’ | Immigration and asylum
818,52259,2021-10-21 15:09:19+00:00,"“Many Afghans at grave risk are depending on govts to respect the right to seek asylum. Responding effectively to this humanitarian crisis demands refugee and migration policies that are generous, rights-respecting, and culturally sensitive.”"
658,58290,2021-10-06 09:03:36+00:00,Diplomat in the UAE rescues baby bird for young Afghan refugee
169,148929,2021-08-18 08:45:25+00:00,Akshay Kumar getting ready to play the role of Afghan Refugee
1097,35785,2021-12-09 03:14:50+00:00,‘The enormity of the task is not lost on me’: Minister on Afghan resettlement goal
256,60036,2021-10-02 13:25:29+00:00,Afghanistan's female youth football team have found asylum in Portugal after they were forced to flee from the Taliban in August. #afghanistanwomen
862,133737,2021-08-20 21:41:42+00:00,"Gee, its a good thing translators were used. That way you would know exactly who to trust. I can make speak barbaric truth and make it sound good in French for ya? Say, how many French people did you evacuate? Biden gives update on crisis in Afghanistan"
1122,87258,2021-09-05 21:47:15+00:00,What neighborhood in Philly did they drop the fine Afghan refugee honeys at? #AskingForAFriend
80,25769,2022-01-15 16:57:55+00:00,"Unfortunately, another Afghan refugee committed suicide in Pekan Baru, Indonesia, as if Indonesia had become a refugee slaughterhouse, and wake up #HelpRefugees_Indonesia"
1156,36014,2021-12-08 15:20:12+00:00,"... Many Afghans are at imminent risk and don’t have the luxury of waiting to see if they’ll get a place under the UK’s resettlement scheme, forcing them to hastily flee by boat or on foot..."
826,45717,2021-11-09 17:42:22+00:00,"I thought Joe said no Americans would be left behind, just another lie I guess, can’t keep up with his lies, had no problem bringing all the Afghans over with no issues, no vetting, horrible"
1163,159034,2021-08-17 02:24:07+00:00,A Charter Member Of The Afghan Refugee Hall Of Fame: Omar Mateen (the Pulse Nightclub shooter)
531,139655,2021-08-19 16:52:55+00:00,"Yeah, and their leadership fled, leaving their army helpless. I'm not saying we should just accept anyone, though. Especially if they're not fully vetted. But the collapse in Afghanistan started at the top and smashed everything on its way down. Now all there are are civilians. confused_face_e "
245,49006,2021-10-28 21:55:36+00:00,Honored to continue to help our #Afghan wartime allies resettle in the US on behalf of & our members. We hope they can make fast use of all this clothing & shoes. #KeepingOurPromise #Afghanistan #AFG #IAVA #Resettlement #OperationAlliesWelcome #AfghanEvac #DigitalDunkirk
677,94780,2021-09-02 01:07:21+00:00,"“To keep our promises to our Afghan allies, the Biden Administration or Congress must make it easier for Afghans to apply for humanitarian parole.” Great piece by ⁦"
320,18479,2022-02-13 20:22:08+00:00,NEW from Hear from our staff on the frontlines of the Afghan resettlement effort in VA — the majority of whom are recently arrived refugees themselves — about how they are helping their fellow Afghans adjust to life in the U.S.
274,147134,2021-08-18 13:29:43+00:00,Afghan asylum seekers on Lesvos come together in a moving demonstration of solidarity (photos and writing Many have been contained in abysmal conditions for months or years in camps at Europe's external borders. End cruel migration policies. #WeSayWelcome
548,2510,2022-04-15 12:32:21+00:00,"You cannot apply for asylum until you're in the country you're applying for. Ukraine and Afghanistan are separate, specific schemes."
38,188813,2021-07-02 17:36:18+00:00,"Please now turn to help get our former Afghan employees out! My friend taught for the US military for years & so now his life is in grave danger. He has applied for SIV, please help him get relocated here where he will be safe & alive. Help the US do the right thing."
849,149822,2021-08-18 06:15:55+00:00,"Meanwhile, the UK pledges to resettle 20,000 Afghan refugees... #auspol #RefugeesWelcome #refugees"
99,182966,2021-07-24 06:19:29+00:00,So Pakistan is sending them with their NICs ID cards driving licence in their pockets face_with_tears_of_joy_e .this is why we Pakistani Govt to take out all Afghani refugees living in Pakistan on fake documentation. Create a refugee crisis on their boders.
980,121149,2021-08-24 14:32:12+00:00,Well the problem was that there was a void to begin with (which was a 20 year failure!) And I mentioned above there seems to have been an abject failure by not taking into consideration how fast the taliban were advancing. Non Afghans and SIV's should of been moved months ago
1145,124482,2021-08-23 16:48:43+00:00,I think you know I’m not referring to all Afghans but our allies; translators and their families etc.
871,57005,2021-10-08 20:11:08+00:00,They make afghanistan terrible to live for afghanistani then ask pakistan and afghanistan neighbors to keep them as refugee
431,112779,2021-08-26 15:02:23+00:00,"Hey you own this. When they come into America on SIV's and kill Americans in the homeland, you will be the cause. Suspected ISIS, Taliban found among Afghan evacuees, reports say via"
1172,55013,2021-10-13 19:35:32+00:00,This is what the world's so-called human rights champions promised Afghans abandoning their homeland Afghan refugee stabbed to death in London in front of schoolchildren | UK news | The Guardian
596,97130,2021-09-01 06:15:08+00:00,"Look at this news article from The Daily Caller: America First Legal Requests Investigation Into The #Biden Administration’s Afghanistan Withdrawal, Demands Answers On ’Vetting’ Of Evacuees"
301,149279,2021-08-18 07:52:49+00:00,"300 is better than the initial 150 person commitment from the State, but the Land of a Thousand Welcomes can do better. Migrant NGOs including the Immigrant Council are continuing to call on the Gov't to commit to a minimum resettlement of 1,000 refugees from #Afghanistan."
1066,199822,2021-08-29 17:23:08+00:00,US left behind all SIV applicants and now their lives are in great danger. the people who were evacuated by US planes were not SIV applicants nor their lives were in danger. The US evacuation were completely a failure. SIV applicants put their lives in danger for helping US.
1174,176759,2021-08-11 07:03:21+00:00,how many of 38 Million Afghans will stay once the Taliban have overrun Kabul this winter? Our shameful withdrawal will result in next major refugee wave in Europe in 2022
928,138497,2021-08-19 21:22:27+00:00,A 3 star hotel accommodation in #Sheffield housing #Afghan #refugee whose son fell out of a window needs a review of accommodation being offered to refugees from #Afghanistan on ….. really? Lazy journalism!
482,19674,2022-02-09 03:01:07+00:00,Afghans Protest Slow UN Resettlement Process in Indonesia (+Video)
967,106741,2021-08-28 11:02:08+00:00,Are worried England will treat them like the Afghanistan translators and staff and get left behind?
467,168475,2021-08-16 01:15:01+00:00,He would have done it with our men and women in uniform and the translators safe from harm. Not purely out of spite and not really care who dies. He's once again betrayng The Afghani people. This is what created Osama bin laden
148,58037,2021-10-06 19:17:29+00:00,From Fox News - Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state
319,139932,2021-08-19 15:59:45+00:00,Afghan refugee by far.
4,152666,2021-08-17 20:06:41+00:00,"One moment you hate refugees and the next you beg for them. Or is it that you don't like Latino? Frustrated with Biden, evangelical leaders are tightening the screws, calling resettlement of Afghan refugees a 'moral urgency'"
843,143513,2021-08-18 23:48:16+00:00,"We should be taking in 50,000 #Afghanistan refugees immediately. That’s little more than 1 person for every town. Women, children, LGBT, lawyers, translators, employees of Western Companies and forces, former Afghan military are all priority groups. 20,000 over 5 yrs is pitiful."
419,1608,2022-04-18 16:35:22+00:00,"HB163, sponsored by and expands Afghan refugee access to driver license exams. She added 3 words to code to make it happen. ""It's about economic independence,"" she says. ""They'll contribute to Utah's society... in every way."" #utpol #Utah"
1003,42235,2021-11-21 08:22:46+00:00,"‘We are this generation’s Ellis Island’: 45,000 Afghans housed at US Army bases are still waiting to be resettled"
352,184992,2021-07-16 08:52:44+00:00,"Rohingya Refugee crisis, Delhi Riots, Covid lockdown, deaths during pandemic and Afghanistan.. had been doing some tremendous work. A life lost so early."
342,91637,2021-09-03 14:35:37+00:00,WATCH LIVE: Mayorkas speaks on U.S. government efforts to resettle Afghan refugees
979,8072,2022-03-19 00:57:36+00:00,"Biden got us out of Afghan after TFG signed THE surrender to the Taliban, released 5,000 Taliban, told them when to be ready to attack by giving them a timeline. Oh he also dropped our troop count and stopped interviews for translators VISAs"
330,135976,2021-08-20 13:02:16+00:00,Host countries please give a hand to help hopeless &depressed afghan refugees who are stuck in Indonesia. 8000 afghan refugees have been waiting for their resettlement proses for almost a decade in Indonesia. We are in risk of mental illnesses
848,61177,2021-10-01 00:45:16+00:00,CC - 9/19/21 - Helping Afghans Resettle in MA
858,147290,2021-08-18 13:08:11+00:00,"Be it morally, ethically, or practically, there is literally no reason to oppose large scale Afghan refugee resettlement into the United States. Especially NYC. But really, anywhere."
307,30017,2022-01-01 13:05:51+00:00,Dear Mr. Grandy. It's quite reasonable attention to Afghan refugees who are most vulnerable refugees around the globe Becaus it's impossible to get back to Afghanistan as you may fallow reports throughout social medias they are the most deserved to get them resettled to any of
492,84425,2021-09-07 19:25:20+00:00,"Ask UNHCR why you reject Afghan citizen in India, why they dont give refugee status for asylum seekers, why they dont resettle refugees, why they dont give support letter for Afghan citizen in New delhi, why they dont refugee card for those people who has sponsership. thank you"
1080,86466,2021-09-06 12:36:24+00:00,That money goes to filling backpacks with school supplies for children of Afghanistan SIV Refugees who need a positive start in school.
259,93274,2021-09-02 18:26:10+00:00,"Notice anything particular about this immigrant welcoming map whereas illegal border crossers and Afghan refugees are being sent to for settlement? Me too. Swing districts and states. Goal? All 50 states turn blue in 2024. Amnesty is already happening, so… face_with_symbols_on_mouth_e face_with_symbols_on_mouth_e "
33,82754,2021-09-08 17:50:49+00:00,"Did you run it upstream with your base as yet? How many Afghans are Clay, Lafayette, Putnam and Volusia counties willing to accept for resettlement? #OrbaRaisedACowardlyGrifter who won’t hold a townhall unless it’s in TheVillages"
2,106982,2021-08-28 07:53:12+00:00,"Not only did Trump stop processing asylum & refugee applications at the southern border, he also halted processing S1V visas for our Afghani allies! Never told Americans to get out of Afghanistan before May 1st, the date Trump planned for full drawdown!"
0,170314,2021-08-15 17:53:06+00:00,"Per a White House official: Biden and Harris met with their national security team by videoconference this morning for updates on the security situation in Kabul, and on evacuations from the country, including for SIV applicants and other Afghan allies"
219,180027,2021-08-02 12:06:36+00:00,Thousands more Afghans can resettle in U.S. as refugees - State Dept. The only good thing happened out of 850 Billion SQUANDERED in Afghanistan With 850 Billion We could have had everything we ever wanted in Infrastructure including HIGH SPEED trains plying across our country
218,35941,2021-12-08 17:54:28+00:00,"You mean like the Afghan families that had gone back to Afghanistan for a visit or a wedding after claiming asylum in the UK, many of them stuck in Kabul after the Taliban take over."
1143,192907,2021-05-31 16:43:34+00:00,Apprentices become partners as Afghan refugee and Iranian team up
626,99945,2021-08-31 08:00:15+00:00,"Time for Europe to step up: today's JHA Council must announce an additional, swift and bespoke EU-wide scheme to resettle at least 30,000 vulnerable Afghan refugees via"
329,180747,2021-07-30 22:33:47+00:00,"RTStateDept: Today, welcomed the first group of Afghan special immigrant applicants to the U.S. under #OperationAlliesRefuge, provided an update on U.S. efforts to share COVID-19 vaccines worldwide, and addressed the situation in Dara'a,…"
152,88634,2021-09-04 23:36:35+00:00,"AUS & NZ Immigration & Refugee Update: More of the good one, less of the bad ones! Let's also be clear, Islam is not about ""individuality"" - these constant & monstrous acts flow directly from the teaching of the Quran! Pass on 20,000 Afghan refugees!"
26,186248,2021-07-12 06:40:22+00:00,A thread on the current situation in Afghanistan and what the map tells us about the future of conflict. Interpreting the drumbeats of war and the racket about the looming refugee crisis.
242,127897,2021-08-22 17:02:08+00:00,"Canada to take in 20,000 Afghan refugees targeted by Taliban Several plane-loads of asylum seekers have already departed"
250,21246,2022-02-02 18:53:16+00:00,"Islamabad, Pakistan A Pakistani health worker marks the finger of an Afghan child with indelible ink during an anti-polio campaign at an Afghan refugee settlement Photograph: Anadolu Agency"
819,15961,2022-02-23 14:35:22+00:00,Afghan evacuees in #EHC Abu Dhabi demands US resettlement after 6 months in limbo as the US mission in Afghanistan ended last August Brynn Larimer discusses further at her latest piece. #Afghanistan #Refugees
597,126658,2021-08-23 00:05:33+00:00,These are likely flights to help resettle Afghan refugees
1010,97189,2021-09-01 05:15:38+00:00,"CLEARLY the Former Guy did NOT want our Afghan allies, translators and friends coming to our Country...so much for ""debts owed; promises kept"" confused_face_e "
143,28849,2022-01-06 18:42:39+00:00,"Why hasn't Dick Cheney been arrested for the illegal Iraq war? Millions dead, maimed and created refugee crisis that Europe has to deal with. Typical of the USA to a bit in other countries back yard and run away when it gets tough like Vietnam, Afghanistan and now Iraq."
102,66047,2021-09-23 22:47:43+00:00,"Man, I know this migrant thing is bad but could you at least vaccinate them before releasing them into the community? We stopped flying our Afghan allies because of measles and now we have migrants with who knows what? Measles, polio, that new COVID-19 strain from Chile?"
411,164136,2021-08-16 15:55:11+00:00,Trudeau says feds trying to resettle Afghans 'quickly' amid reports of chaos on the ground
589,40352,2021-11-26 04:42:10+00:00,"One of the most powerful photograph from Afghanistan. Sharbat Gula has been given asylum by Italy. By the way, Riyasat-e-Pudina has deported her back to Afghanistan in 2016 and none of the other country of Ummah gave a damn about her. :star-struck:"
1036,92930,2021-09-02 21:26:33+00:00,European countries are refusing to accept any Afghan refugee's. The wealthy Arab nations will not accept any of them. What does that tell you?
937,46848,2021-11-04 18:50:53+00:00,"Also, if they don't pass some sort of Afghan Evacuee Adjustment Act, we're looking at thousands of asylum applications that will need to be filed."
496,107207,2021-08-28 04:24:24+00:00,. Per DT/Stephen Miller sabotaged the process 4 SIV visas. Don't U think that contributed to the probs w/ the evacuation? That's part of the mess DEM president has to clean up! The worst is the DT/Taliban Deal that decapitated the Afghan gov!
368,11815,2022-03-06 21:17:01+00:00,Herrell: Displaced people coming from Afghanistan could pose a security risk to the U.S. Also Herrell: The lawless group of Canadian anti-vaccine truckers deserve special refugee status. person_facepalming_e 
300,172170,2021-08-15 09:24:25+00:00,"The US & UK must offer asylum to all those who oppose the Taliban in Afghanistan, and protect Kabul until they are all out. The West is responsible for what is now happening in Afghanistan."
909,54876,2021-10-14 03:52:48+00:00,"The Canadian government has said it is accepting 40,000 refugees from Afghanistan and urged other nations to step up their support to resettle refugees also. #ArianaNews #Canada #Afghanistan #Refugees"
94,174534,2021-08-13 23:00:01+00:00,"The U.N. refugee agency says nearly 250,000 Afghans have fled their homes since the end of May amid fears the Taliban would reimpose their strict and ruthless interpretation of Islam, all but eliminating women’s rights."
179,5199,2022-04-01 20:40:02+00:00,"Young Afghan Refugee, who were married in the Age of 14"
606,200939,2021-08-15 15:20:39+00:00,The failure to not have an SIV evacuation plan is truly abominable because it seems pretty obvious that the Biden NSC/JCS didn't put together a contingency plan in case of a rapid collapse
423,16077,2022-02-22 21:47:29+00:00,Meet the staff working around the clock to resettle the crush of Afghan newcomers via
519,27086,2022-01-10 15:00:02+00:00,The Afghan refugee crisis is not over. Members of the refugee community in Albania have turned to knitting to help with the trauma. #knitting #yarn #knittingpodcast #knit #knittersoftwitter #yarnbomb
209,177588,2021-08-08 21:26:59+00:00,"With Afghanistan on the brink, is Europe set for a refugee influx? - Euronews What do you mean ‘set for’?! Already here ffs!"
1082,94426,2021-09-02 06:07:13+00:00,"According to the #victims, the #pushbacks included brutal and violent behaviour, degrading treatment and theft and destruction of personal belongings. Half of the #Afghans #pushed back were minors, and 16 people claimed that the #Croatians would impede their #asylum request"
357,144450,2021-08-18 20:24:55+00:00,"The international community and media must loudly demand for these countries to offer asylum to all Afghan journalists and media personnel, as well as all other Afghan refugees."
16,171315,2021-08-15 14:16:23+00:00,You’d think that what #Afghanistan & #Belarus have shown us is: 1) pushing asylum seekers back at EU borders & deporting them has no deterrent effect; 2) neighbouring strongmen can blackmail us using migration Turns out thinking in Brussels is still: “Let’s do more of 1 & 2”
1030,97310,2021-09-01 03:29:04+00:00,Sandwich Pop Up at Grazie Grazie and EatWell Restaurants to raise money for Afghan refugee families #dcrestaurants #afghanrefugees
889,131872,2021-08-21 12:08:04+00:00,"Clearly, the Afghan civilian population is doubly made a victim of the war. Human rights must be the top priority and the protection of the asylum seekers, fleeing while Taliban are seizing control, must be guaranteed. #Afganistan #guengl"
616,42471,2021-11-19 21:21:41+00:00,Resettle Hazara-Afghan refugees from Indonesia
936,9859,2022-03-12 20:13:58+00:00,"Have you seen the movie “Flee”? Tells the real story of a teen Afghani refugee fleeing west through Moscow, in the 1990s. The way he recalls the Russian police is harrowing. Nothing has changed apparently (except superficial luxury) in that country."
834,103301,2021-08-29 21:23:05+00:00,TRUZZ..THOSE ARNT AMERICANS..IN AFGHANISTAN Afghanistan_e .. TRADERZ TOO THERE CAUSE...+ WHERE WERE YOUZ JABRONIZ..WHEN I WAS A REFUGEE IN HAWAII GETTIN LOST IN THEIR SYSTEM.. Iran_e #1 RUSSIA Russia_e #1 United_States_e  globe_showing_Americas_e ..HA !! SPIT SPIT SPIT..TRU FACT
727,35121,2021-12-11 06:57:54+00:00,Desperate Afghan refugees begging for resettlement and help in Indonesia. loudly_crying_face_e 
1123,87792,2021-09-05 15:40:36+00:00,". How many unvetted Afghan refugees will you be inviting to stay in your $1.375 million home (that you paid for in cash) that has 3,100 square feet, three bedrooms & four bathrooms? This is a problem you inexplicably created, fix it"
1141,80193,2021-09-10 04:38:45+00:00,I WAS JUST SENT A UBER EMAIL ASKING FOR DONATION TO HELP THE AFGHANISTAN PEOPLE IN VIRGINIA HOW IS UBER ASKING FOR DONATION IF THESE PEOPLE HAVEN'T BEEN VETTED PROPERLY YET AND HOW ARE THEY BEING ALLOWED TO COME OF BASE GOD HELP US IF WE SUFFER ANOTHER 9/11 WHEN WILL WE LEARN
619,10295,2022-03-11 05:09:50+00:00,"So he re settled illegals from that crossed southern border illegally, but put on a show standing w/ real republican governors. He resettled REFUGEES from Afghanistan. AND NOW refugees from Ukraine? Really? Criminal."
158,169289,2021-08-15 21:38:46+00:00,"Imagine how mad the Taliban would be if we offered resettlement, free education, and free business loans to their entire population, to foster a thriving Afghan society in exile"
702,7571,2022-03-21 18:00:41+00:00,Filmmaker Jonas Poher Rasmussen brings the true story of a young Afghan refugee's journey to a new land in 'Flee.'_
1129,198032,2021-01-31 04:01:09+00:00,"75,000 #Afghan refugee families #impacted by Covid-19 in Pakistan #received emergency cash: The Nation Photo: Archive"
830,158437,2021-08-17 04:20:41+00:00,Just say no to #afghanistan refugees #Refugee We have enough problems. Afghanis could not even fight for their own country! That is bad character. Why should we invite them here where they will use our generous welfare system?
533,159926,2021-08-16 23:46:25+00:00,"NEW Many Afghans are expected to be resettled in the DC area, according to Lutheran Social Services, which has resettlement sites in Fairfax, Va., Dale City, Va., and Hyattsville MD DC / via"
405,20024,2022-02-08 02:11:13+00:00,All membership fees and donations to CIVIC during the week of our Afghanistan Refugee Resettlement Fundraiser (Feb 6-12) will support Afghan refugees and as they face resettling into Iowa. To donate: More information:
105,15850,2022-02-23 23:09:47+00:00,"Yeah that's what the world needs: failed diplomacy, innocent civilians dead, an economy in ruin, a refugee crisis, and another humanitarian crisis. We're you not paying attention for the past 18 years when the US invaded Iraq and Afghanistan. Then we occupied oil field in Syria?"
636,113288,2021-08-26 12:44:04+00:00,"#Canada was one of many countries taking part in the evacuation of people facing Taliban reprisals from #Kabulairport. Over 1,000 refugees are in Canada now. Canada has plans to resettle 20,000 #AfghanRefugees"
480,121749,2021-08-24 11:31:34+00:00,"No they don't realise it. That is why several governments are flying in ""refugees"" from Afghanistan. Without a vetting process. They rolled out the welcome mat for ISIS and the taliban."
302,31893,2021-12-22 20:30:00+00:00,". The effort to aid Afghanistan's women judges draws in U.S. law firms. At least four major U.S. firms are representing judges pro bono in asylum and immigration matters. About 250 women judges have fled, or are trying to leave, Afghanistan."
536,102829,2021-08-30 05:07:13+00:00,"Turkey cannot take new refugee ‘burden’ from Afghanistan, says FM"
234,57965,2021-10-06 22:07:42+00:00,"They already lost track of over 700 Afghan refugees they brought here. They are unvetted and are loose in our country. Also, a group of these Afghan refugees gang raped a female soldier. They are not facing any criminal charges???? Disgraceful & Repugnant."
35,64869,2021-09-25 13:42:49+00:00,"They are but even think about Jan 6th in the US.. it was pretty bad but it and the current Afghan withdrawl, border migrant crisis and Biden not being the President many had hoped for, it hasn't fallen. We are very lucky I think some times Sam when we see the extremities folded_hands_e "
1046,138237,2021-08-19 22:33:14+00:00,US & NATO countries need to open borders for those who are sacred of #Taliban Gov. US & NATO had sent thousand of Jets to bomb Afghans now they can easily few hundred plans 2 Airlift Afghans & give them Refugee Demand this from your respective Gov. if U care 4 humanity
954,22320,2022-01-28 22:03:01+00:00,"When Danielle Pletka put out a call to her community for help for an Afghan refugee family, this is the response she got. This is what an American welcome looks like."
151,186385,2021-07-11 11:29:20+00:00,Central Europe worried about possible migrant rush from Afghan conflict
646,30654,2021-12-29 09:47:28+00:00,They should be allowed to apply safely and easily in France. I also think that seeking a life style via moving around very safe countries is a choice and ultimately if its not controlled the true asylum seeker (Afghanistan) will get dissolved with the other. man_shrugging_e raising_hands_e 
856,11057,2022-03-08 20:13:31+00:00,"#europe has diametrically opposing #refugee policies, depending on skin colour, nationality, & faith. #EU even funded, by millions of €, ex-genocidal militia from #sudan, to keep brown, black and Muslims, running for refuge. #Ukraine #afghanistan #syria #libya #ethiopia"
879,129514,2021-08-22 03:18:40+00:00,"Right! Trump knew that, and had a plan that Biden bypassed, then he blamed trump he said the Afghan army was one of the best armed military’s because of us but look who has all that now we should have gotten Americans FIRST then vetted and refugees who were cleared, Joe is awful"
736,185058,2021-07-16 00:37:10+00:00,"Biden defends Afghan pullout, sets evacuation for translators"
381,12512,2022-03-04 04:44:59+00:00,I saw a newsitem about an Afghan refugee family who had recently fled to Ukraine and were now fleeing to Poland. People like that should be a no-brainer for admittance to Canada_e --espec. as they'd likely have already been vetted for entry to Ukraine.
446,196819,2021-03-15 04:48:47+00:00,Aust stop your killing of Afghanistan citizens. Stop your massacre of the Indiginious. Stop the immure of this seeping asylum. Stop your quad-squad of hate
1150,64595,2021-09-25 22:34:11+00:00,Already have arrested 2 members from Afghanistan not vetted by #BIDEN FOR SEXUAL ASSAULT.AND TALIBAN ALREADY HUNG SOMEONE N THE STREETS THAT SHOULD HAVE BEEN ABLE TO COME TO US.ANOTHER GREAT JOB#BIDEN
551,63603,2021-09-27 17:32:46+00:00,"Jan Egeland, Secretary General of the Norwegian Refugee Council who visited Kabul has said in a message to the Taliban that: “Afghanistan has no real future if girls of all ages cannot go to school.” #Paykmedia #Afghanistan"
413,130331,2021-08-21 20:19:25+00:00,"Also discussed massive logistical operation to evacuate American citizens + their families, SIV applicants + their families, + vulnerable Afghans both on US military aircraft as well as flight charters and coalition flights."
